timestamp,date,time_of_day,satellite,x_error,y_error,z_error,clock_error
2025-09-05 02:00:00,2025-09-05,02:00,MEO1,-0.522071518,0.627076853,-0.604027957,0.102014217
2025-09-05 02:00:00,2025-09-05,02:00,MEO1,-0.522071518,0.627076853,-0.604027957,0.102014217
2025-09-06 02:00:00,2025-09-06,02:00,GEO,-1.538584944,-0.455759063,4.866609334,-0.699990956
2025-09-06 02:00:00,2025-09-06,02:00,MEO1,0.015509419,0.791806834,0.168363828,0.03017576
2025-09-06 02:00:00,2025-09-06,02:00,MEO1,0.015509419,0.791806834,0.168363828,0.03017576
2025-09-07 02:00:00,2025-09-07,02:00,GEO,-4.786348879,-3.872190963,2.386659707,1.04705307
2025-09-02 02:01:00,2025-09-02,02:01,GEO,-0.85310689,-0.386050213,1.874654543,-0.538655786
2025-09-03 02:01:00,2025-09-03,02:01,GEO,1.600453828,1.689039234,1.602150845,-1.346745188
2025-09-09 02:19:00,2025-09-09,02:19,MEO2,-0.636121493,0.165005375,-0.688271763,0.081995666
2025-09-09 02:21:00,2025-09-09,02:21,MEO2,-0.029576071,0.037743051,-0.031551957,0.028543929
2025-09-09 02:21:00,2025-09-09,02:21,MEO2,-0.029576071,0.037743051,-0.031551957,0.028543929
2025-09-09 02:31:00,2025-09-09,02:31,MEO2,-0.043833781,0.007338881,-0.075683584,-0.006356499
2025-09-09 02:31:00,2025-09-09,02:31,MEO2,-0.043833781,0.007338881,-0.075683584,-0.006356499
2025-09-06 02:46:00,2025-09-06,02:46,MEO2,-0.167498451,0.613771463,-0.845665596,0.184572143
2025-09-06 02:51:00,2025-09-06,02:51,MEO2,-0.0344739,0.048375752,-0.103029653,-0.008910731
2025-09-06 02:51:00,2025-09-06,02:51,MEO2,-0.0344739,0.048375752,-0.103029653,-0.008910731
2025-09-05 03:00:00,2025-09-05,03:00,MEO1,-0.692386397,0.468869142,-0.794989448,-0.042943231
2025-09-05 03:00:00,2025-09-05,03:00,MEO1,-0.692386397,0.468869142,-0.794989448,-0.042943231
2025-09-06 03:00:00,2025-09-06,03:00,MEO1,-0.182978673,0.941149336,-0.167576488,0.089507895
2025-09-06 03:00:00,2025-09-06,03:00,MEO1,-0.182978673,0.941149336,-0.167576488,0.089507895
2025-09-06 03:01:00,2025-09-06,03:01,MEO2,0.019743845,0.017248999,-0.057545797,-0.008910731
2025-09-06 03:01:00,2025-09-06,03:01,MEO2,0.019743845,0.017248999,-0.057545797,-0.008910731
2025-09-06 03:11:00,2025-09-06,03:11,MEO2,-0.111109197,0.096914606,-0.133015411,-0.008910731
2025-09-06 03:11:00,2025-09-06,03:11,MEO2,-0.111109197,0.096914606,-0.133015411,-0.008910731
2025-09-06 03:21:00,2025-09-06,03:21,MEO2,0.000614561,-0.004636142,-0.066873027,-0.008910731
2025-09-06 03:21:00,2025-09-06,03:21,MEO2,0.000614561,-0.004636142,-0.066873027,-0.008910731
2025-09-06 03:31:00,2025-09-06,03:31,MEO2,0.02598948,0.046965871,-0.054773212,0.008539498
2025-09-06 03:31:00,2025-09-06,03:31,MEO2,0.02598948,0.046965871,-0.054773212,0.008539498
2025-09-06 03:41:00,2025-09-06,03:41,MEO2,-0.088868253,0.112274762,-0.12737477,0.025989728
2025-09-06 03:41:00,2025-09-06,03:41,MEO2,-0.088868253,0.112274762,-0.12737477,0.025989728
2025-09-06 03:51:00,2025-09-06,03:51,MEO2,-0.059354763,0.051837355,-0.106131578,0.005985237
2025-09-06 03:51:00,2025-09-06,03:51,MEO2,-0.059354763,0.051837355,-0.106131578,0.005985237
2025-09-04 04:00:00,2025-09-04,04:00,GEO,-0.856261648,1.092148282,0.171570717,3.154291919
2025-09-05 04:00:00,2025-09-05,04:00,GEO,0.088359974,-0.056281067,-0.062324861,1.12356823
2025-09-05 04:00:00,2025-09-05,04:00,MEO1,-0.579470006,0.072540816,-0.867343003,-0.245654497
2025-09-05 04:00:00,2025-09-05,04:00,MEO1,-0.579470006,0.072540816,-0.867343003,-0.245654497
2025-09-06 04:00:00,2025-09-06,04:00,GEO,4.840288095,4.753468998,-1.527394264,0.556424695
2025-09-06 04:00:00,2025-09-06,04:00,MEO1,-0.425624019,0.899042258,-0.642716128,0.421244199
2025-09-06 04:00:00,2025-09-06,04:00,MEO1,-0.425624019,0.899042258,-0.642716128,0.421244199
2025-09-07 04:00:00,2025-09-07,04:00,GEO,0.251952078,0.130748905,-0.092281784,0.903190974
2025-09-02 04:01:00,2025-09-02,04:01,GEO,1.32171309,1.249636855,-0.775793605,1.170346526
2025-09-03 04:01:00,2025-09-03,04:01,GEO,0.685081728,1.425023131,-0.109538527,2.494324935
2025-09-06 04:01:00,2025-09-06,04:01,MEO2,-0.160149522,0.103794303,-0.162567098,0.020881264
2025-09-06 04:01:00,2025-09-06,04:01,MEO2,-0.160149522,0.103794303,-0.162567098,0.020881264
2025-09-05 05:00:00,2025-09-05,05:00,MEO1,-0.637818535,-0.19533556,-0.761436984,-0.034174481
2025-09-05 05:00:00,2025-09-05,05:00,MEO1,-0.637818535,-0.19533556,-0.761436984,-0.034174481
2025-09-06 05:00:00,2025-09-06,05:00,MEO1,-0.356931278,0.633680437,-0.822042739,0.187504803
2025-09-06 05:00:00,2025-09-06,05:00,MEO1,-0.356931278,0.633680437,-0.822042739,0.187504803
2025-09-01 06:00:00,2025-09-01,06:00,GEO,5.333443295,4.530495398,-2.600099377,1.280427199
2025-09-04 06:00:00,2025-09-04,06:00,GEO,0.287703101,0.527688224,-2.334320748,2.697229117
2025-09-05 06:00:00,2025-09-05,06:00,GEO,-4.694847863,-4.042989593,0.436600814,1.465858277
2025-09-06 06:00:00,2025-09-06,06:00,GEO,0.826502983,0.811282951,-0.75307072,0.522427481
2025-09-06 06:00:00,2025-09-06,06:00,MEO1,-0.615293259,0.270688187,-0.848775506,-0.055961629
2025-09-06 06:00:00,2025-09-06,06:00,MEO1,-0.615293259,0.270688187,-0.848775506,-0.055961629
2025-09-07 06:00:00,2025-09-07,06:00,GEO,8.244541313,5.546242166,-7.73528154,-0.357700909
2025-09-07 06:00:00,2025-09-07,06:00,MEO1,0.054012448,0.852508137,-0.660408268,0.116233553
2025-09-07 06:00:00,2025-09-07,06:00,MEO1,0.054012448,0.852508137,-0.660408268,0.116233553
2025-09-02 06:01:00,2025-09-02,06:01,GEO,3.483760633,3.448647413,-0.987210925,1.868355195
2025-09-03 06:01:00,2025-09-03,06:01,GEO,2.282976411,2.453653768,-1.804687164,3.226115057
2025-09-06 07:00:00,2025-09-06,07:00,MEO1,-0.692854449,0.059949629,-0.733184973,-0.179266626
2025-09-06 07:00:00,2025-09-06,07:00,MEO1,-0.692854449,0.059949629,-0.733184973,-0.179266626
2025-09-07 07:00:00,2025-09-07,07:00,MEO1,-0.10590212,0.721942117,-0.831064874,-0.709572473
2025-09-07 07:00:00,2025-09-07,07:00,MEO1,-0.10590212,0.721942117,-0.831064874,-0.709572473
2025-09-09 07:17:00,2025-09-09,07:17,MEO2,-0.671957055,-0.13543136,0.788631305,-0.066664939
2025-09-09 07:21:00,2025-09-09,07:21,MEO2,-0.027793797,-0.017494865,0.011779573,-0.011464963
2025-09-09 07:21:00,2025-09-09,07:21,MEO2,-0.027793797,-0.017494865,0.011779573,-0.011464963
2025-09-09 07:31:00,2025-09-09,07:31,MEO2,-0.067524446,0.046657521,0.056111248,-0.008910701
2025-09-09 07:31:00,2025-09-09,07:31,MEO2,-0.067524446,0.046657521,0.056111248,-0.008910701
2025-09-09 07:41:00,2025-09-09,07:41,MEO2,-0.059895258,0.019597091,0.016548015,-0.008910731
2025-09-09 07:41:00,2025-09-09,07:41,MEO2,-0.059895258,0.019597091,0.016548015,-0.008910731
2025-09-03 07:50:00,2025-09-03,07:50,GEO,1.802047715,1.723018248,0.127941333,-5.684223234
2025-09-09 07:51:00,2025-09-09,07:51,MEO2,-0.068491114,-0.006634057,0.082892074,-0.026360961
2025-09-09 07:51:00,2025-09-09,07:51,MEO2,-0.068491114,-0.006634057,0.082892074,-0.026360961
2025-09-01 08:00:00,2025-09-01,08:00,GEO,0.222901016,0.177055545,-0.008266572,-3.609894102
2025-09-04 08:00:00,2025-09-04,08:00,GEO,0.008221291,-0.042935118,0.009639807,-5.230549136
2025-09-05 08:00:00,2025-09-05,08:00,GEO,-0.190358367,-0.105879877,0.009774428,-4.325375905
2025-09-06 08:00:00,2025-09-06,08:00,GEO,-0.142223269,-0.167870373,0.006232766,-3.179040926
2025-09-07 08:00:00,2025-09-07,08:00,GEO,0.045626942,0.065158226,0.030005701,-3.217298521
2025-09-07 08:00:00,2025-09-07,08:00,MEO1,-0.487995785,0.417763898,-0.787376485,0.073952863
2025-09-07 08:00:00,2025-09-07,08:00,MEO1,-0.487995785,0.417763898,-0.787376485,0.073952863
2025-09-02 08:01:00,2025-09-02,08:01,GEO,0.273076005,0.15247659,-0.071825116,-4.104998649
2025-09-09 08:01:00,2025-09-09,08:01,MEO2,-0.091693243,-0.016479865,0.089440134,-0.008910701
2025-09-09 08:01:00,2025-09-09,08:01,MEO2,-0.091693243,-0.016479865,0.089440134,-0.008910701
2025-09-03 08:11:00,2025-09-03,08:11,GEO,-0.169225954,-1.436892197,-0.472263408,-0.877388407
2025-09-09 08:11:00,2025-09-09,08:11,MEO2,-0.015437551,0.032966163,0.03892089,-0.008910731
2025-09-09 08:11:00,2025-09-09,08:11,MEO2,-0.015437551,0.032966163,0.03892089,-0.008910731
2025-09-09 08:21:00,2025-09-09,08:21,MEO2,-0.121701119,-0.068245493,0.170589936,-0.008910731
2025-09-09 08:21:00,2025-09-09,08:21,MEO2,-0.121701119,-0.068245493,0.170589936,-0.008910731
2025-09-03 08:25:00,2025-09-03,08:25,GEO,-1.10003984,-0.815805573,0.457262781,0.183785608
2025-09-09 08:31:00,2025-09-09,08:31,MEO2,-0.074666684,-0.062196385,0.129781642,-0.008910731
2025-09-09 08:31:00,2025-09-09,08:31,MEO2,-0.074666684,-0.062196385,0.129781642,-0.008910731
2025-09-03 08:40:00,2025-09-03,08:40,GEO,0.08827807,-0.103566945,0.427094062,-0.266106398
2025-09-09 08:41:00,2025-09-09,08:41,MEO2,-0.068207474,-0.079686783,0.123875941,-0.026360931
2025-09-09 08:41:00,2025-09-09,08:41,MEO2,-0.068207474,-0.079686783,0.123875941,-0.026360931
2025-09-09 08:51:00,2025-09-09,08:51,MEO2,-0.070588578,-0.105716322,0.164463204,-0.008910731
2025-09-09 08:51:00,2025-09-09,08:51,MEO2,-0.070588578,-0.105716322,0.164463204,-0.008910731
2025-09-03 08:55:00,2025-09-03,08:55,GEO,-0.213135459,-0.353847157,-0.467816517,0.027285101
2025-09-07 09:00:00,2025-09-07,09:00,MEO1,-0.666461468,0.342724778,-0.65810753,-0.017972708
2025-09-09 09:01:00,2025-09-09,09:01,MEO2,-0.139956217,-0.108001102,0.167015402,0.008539498
2025-09-09 09:01:00,2025-09-09,09:01,MEO2,-0.139956217,-0.108001102,0.167015402,0.008539498
2025-09-03 09:11:00,2025-09-03,09:11,GEO,0.139093529,0.021653887,-2.238380639,-0.002157456
2025-09-09 09:11:00,2025-09-09,09:11,MEO2,-0.071906816,-0.140865732,0.130012425,0.008539468
2025-09-09 09:11:00,2025-09-09,09:11,MEO2,-0.071906816,-0.140865732,0.130012425,0.008539468
2025-09-09 09:21:00,2025-09-09,09:21,MEO2,-0.067492781,-0.169500746,0.15982517,0.008539498
2025-09-09 09:21:00,2025-09-09,09:21,MEO2,-0.067492781,-0.169500746,0.15982517,0.008539498
2025-09-03 09:25:00,2025-09-03,09:25,GEO,-2.12765542,-1.471064188,3.538109067,0.013097063
2025-09-09 09:31:00,2025-09-09,09:31,MEO2,-0.116816433,-0.176545456,0.131650861,-0.008910731
2025-09-09 09:31:00,2025-09-09,09:31,MEO2,-0.116816433,-0.176545456,0.131650861,-0.008910731
2025-09-09 09:41:00,2025-09-09,09:41,MEO2,-0.037415668,-0.181619123,0.156894337,-0.008910701
2025-09-09 09:41:00,2025-09-09,09:41,MEO2,-0.037415668,-0.181619123,0.156894337,-0.008910701
2025-09-03 09:51:00,2025-09-03,09:51,GEO,-1.782917004,-1.794622999,-3.472769056,0.059465753
2025-09-09 09:51:00,2025-09-09,09:51,MEO2,-0.08473658,-0.156930279,0.099962475,0.025989698
2025-09-03 09:55:00,2025-09-03,09:55,GEO,0.189113814,0.404830419,0.433967886,-0.031616173
2025-09-01 10:00:00,2025-09-01,10:00,GEO,0.542796493,1.124622118,6.286750954,-0.419838532
2025-09-04 10:00:00,2025-09-04,10:00,GEO,10.02647229,8.540781338,1.275702608,-5.408408447
2025-09-05 10:00:00,2025-09-05,10:00,GEO,0.060726993,-0.048400804,-0.007805559,-2.650154986
2025-09-06 10:00:00,2025-09-06,10:00,GEO,0.052855279,-0.113580305,0.019438772,-3.428939225
2025-09-07 10:00:00,2025-09-07,10:00,GEO,-0.250018228,0.031814422,0.038685842,-3.9195676
2025-09-02 10:01:00,2025-09-02,10:01,GEO,-0.310550153,-0.250788011,-0.01282819,-0.948724472
2025-09-06 10:05:00,2025-09-06,10:05,MEO2,-0.563402384,-0.149780419,0.92689308,-0.062804481
2025-09-03 10:10:00,2025-09-03,10:10,GEO,-2.414123408,-1.709124576,-0.042287993,0.152698809
2025-09-03 10:11:00,2025-09-03,10:11,MEO2,-0.026799934,0.073631655,0.078432899,0.008539498
2025-09-06 10:11:00,2025-09-06,10:11,MEO2,-0.090801383,0.010562062,0.111598736,0.028543929
2025-09-06 10:11:00,2025-09-06,10:11,MEO2,-0.090801383,0.010562062,0.111598736,0.028543929
2025-09-03 10:21:00,2025-09-03,10:21,MEO2,-0.085093127,0.038818173,0.082895838,-0.006356499
2025-09-03 10:21:00,2025-09-03,10:21,MEO2,-0.085093127,0.038818173,0.082895838,-0.006356499
2025-09-06 10:21:00,2025-09-06,10:21,MEO2,-0.074041625,0.012991324,0.054791288,0.008539498
2025-09-06 10:21:00,2025-09-06,10:21,MEO2,-0.074041625,0.012991324,0.054791288,0.008539498
2025-09-03 10:25:00,2025-09-03,10:25,GEO,-1.139717549,-0.784878902,-0.788910913,0.152698809
2025-09-03 10:31:00,2025-09-03,10:31,MEO2,-0.098011992,0.039264336,0.114348378,0.01109373
2025-09-03 10:31:00,2025-09-03,10:31,MEO2,-0.098011992,0.039264336,0.114348378,0.01109373
2025-09-06 10:31:00,2025-09-06,10:31,MEO2,-0.092052122,-0.030021388,0.092020241,-0.008910731
2025-09-06 10:31:00,2025-09-06,10:31,MEO2,-0.092052122,-0.030021388,0.092020241,-0.008910731
2025-09-03 10:40:00,2025-09-03,10:40,GEO,-0.989945177,-0.879231654,0.064290363,-0.049076535
2025-09-03 10:41:00,2025-09-03,10:41,MEO2,-0.107813045,0.054687735,0.132517305,-0.006356499
2025-09-03 10:41:00,2025-09-03,10:41,MEO2,-0.107813045,0.054687735,0.132517305,-0.006356499
2025-09-06 10:41:00,2025-09-06,10:41,MEO2,-0.171241526,-0.113054205,0.219488008,-0.028915192
2025-09-06 10:41:00,2025-09-06,10:41,MEO2,-0.171241526,-0.113054205,0.219488008,-0.028915192
2025-09-09 10:46:00,2025-09-09,10:46,MEO2,-0.299352111,-0.69893685,0.331300315,0.042697461
2025-09-03 10:51:00,2025-09-03,10:51,MEO2,-0.06251346,0.02046125,0.072510837,-0.006356499
2025-09-03 10:51:00,2025-09-03,10:51,MEO2,-0.06251346,0.02046125,0.072510837,-0.006356499
2025-09-06 10:51:00,2025-09-06,10:51,MEO2,-0.082829826,-0.063609958,0.077884307,-0.026360931
2025-09-06 10:51:00,2025-09-06,10:51,MEO2,-0.082829826,-0.063609958,0.077884307,-0.026360931
2025-09-09 10:51:00,2025-09-09,10:51,MEO2,-0.023785245,-0.110486342,0.043384634,-0.026360961
2025-09-09 10:51:00,2025-09-09,10:51,MEO2,-0.023785245,-0.110486342,0.043384634,-0.026360961
2025-09-03 10:55:00,2025-09-03,10:55,GEO,-0.033485472,0.087050788,0.058601988,0.078534921
2025-09-03 11:01:00,2025-09-03,11:01,MEO2,-0.067049238,0.051798817,0.118077869,-0.006356499
2025-09-06 11:01:00,2025-09-06,11:01,MEO2,-0.099391954,-0.102043435,0.168740699,-0.026360931
2025-09-09 11:01:00,2025-09-09,11:01,MEO2,-0.055009611,-0.078044552,-0.001801237,-0.023806699
2025-09-09 11:01:00,2025-09-09,11:01,MEO2,-0.055009611,-0.078044552,-0.001801237,-0.023806699
2025-09-03 11:10:00,2025-09-03,11:10,GEO,6.714422453,5.886779267,10.81891421,-1.103716873
2025-09-09 11:11:00,2025-09-09,11:11,MEO2,-0.065203913,-0.069992254,0.010225292,-0.006356499
2025-09-09 11:11:00,2025-09-09,11:11,MEO2,-0.065203913,-0.069992254,0.010225292,-0.006356499
2025-09-09 11:21:00,2025-09-09,11:21,MEO2,-0.092393743,-0.083031278,-0.013661429,-0.006356499
2025-09-09 11:21:00,2025-09-09,11:21,MEO2,-0.092393743,-0.083031278,-0.013661429,-0.006356499
2025-09-03 11:25:00,2025-09-03,11:25,GEO,-2.092337634,-1.452630259,-0.883779709,0.230126956
2025-09-09 11:31:00,2025-09-09,11:31,MEO2,-0.038481459,-0.027932729,0.020779736,-0.006356499
2025-09-09 11:31:00,2025-09-09,11:31,MEO2,-0.038481459,-0.027932729,0.020779736,-0.006356499
2025-09-03 11:40:00,2025-09-03,11:40,GEO,0.597511485,0.454625659,0.574959028,-0.017989736
2025-09-09 11:41:00,2025-09-09,11:41,MEO2,-0.004810769,-0.092135196,0.05240944,-0.02123448
2025-09-09 11:41:00,2025-09-09,11:41,MEO2,-0.004810769,-0.092135196,0.05240944,-0.02123448
2025-09-07 11:47:00,2025-09-07,11:47,MEO1,-2.270492186,0.943558877,0.038751304,0.078469207
2025-09-03 11:56:00,2025-09-03,11:56,GEO,0.258106098,0.527340513,0.959097091,0.26941233
2025-09-03 11:57:00,2025-09-03,11:57,MEO2,-0.469946869,0.044073656,0.660201441,-0.014332238
2025-09-01 12:00:00,2025-09-01,12:00,GEO,0.164463989,0.0138545,0.007338061,-0.31827853
2025-09-04 12:00:00,2025-09-04,12:00,GEO,-0.832425859,-0.529566556,3.136938728,1.589151733
2025-09-05 12:00:00,2025-09-05,12:00,GEO,0.921389066,1.016061652,3.545793064,1.305687891
2025-09-06 12:00:00,2025-09-06,12:00,GEO,-4.939801153,-14.94428306,-4.85693767,-4.634100439
2025-09-07 12:00:00,2025-09-07,12:00,GEO,-1.81204012,-10.85988946,13.82902918,-2.844322616
2025-09-07 12:00:00,2025-09-07,12:00,MEO1,-0.934727645,0.215925608,0.565364603,1.576007273
2025-09-07 12:00:00,2025-09-07,12:00,MEO1,-0.934727645,0.215925608,0.565364603,1.576007273
2025-09-02 12:01:00,2025-09-02,12:01,GEO,-0.039906677,-0.147916846,0.149786265,0.375253997
2025-09-03 12:01:00,2025-09-03,12:01,MEO2,-0.099226913,-0.029361427,0.093226715,-0.006356499
2025-09-03 12:01:00,2025-09-03,12:01,MEO2,-0.099226913,-0.029361427,0.093226715,-0.006356499
2025-09-07 12:04:00,2025-09-07,12:04,GEO,12.88945268,20.07414323,2.527495245,3.538031991
2025-09-03 12:10:00,2025-09-03,12:10,GEO,-1.156102259,-1.003954992,-0.574481407,-0.033794614
2025-09-03 12:11:00,2025-09-03,12:11,MEO2,-0.047000158,-0.011954684,0.122662981,0.01109373
2025-09-03 12:11:00,2025-09-03,12:11,MEO2,-0.047000158,-0.011954684,0.122662981,0.01109373
2025-09-06 12:14:00,2025-09-06,12:14,MEO2,-0.893211817,-0.735773809,0.412232958,-0.027045267
2025-09-03 12:21:00,2025-09-03,12:21,MEO2,-0.094760614,-0.023004327,0.10518468,-0.006356499
2025-09-06 12:21:00,2025-09-06,12:21,MEO2,-0.064752941,-0.057521988,0.034512933,0.01109373
2025-09-06 12:21:00,2025-09-06,12:21,MEO2,-0.064752941,-0.057521988,0.034512933,0.01109373
2025-09-07 12:24:00,2025-09-07,12:24,GEO,-0.145956833,-2.594967455,1.253152081,-0.155402697
2025-09-03 12:25:00,2025-09-03,12:25,GEO,0.97350508,0.731687136,-0.465981476,0.105807101
2025-09-06 12:31:00,2025-09-06,12:31,MEO2,-0.238354216,-0.13660996,0.017611094,0.028543959
2025-09-06 12:31:00,2025-09-06,12:31,MEO2,-0.238354216,-0.13660996,0.017611094,0.028543959
2025-09-03 12:40:00,2025-09-03,12:40,GEO,-1.174213734,-0.842248604,0.419547307,0.105807101
2025-09-07 12:40:00,2025-09-07,12:40,GEO,1.363465618,2.323123861,1.107356786,0.307032086
2025-09-06 12:41:00,2025-09-06,12:41,MEO2,-0.119778709,-0.178298321,0.089388903,-0.006356499
2025-09-06 12:41:00,2025-09-06,12:41,MEO2,-0.119778709,-0.178298321,0.089388903,-0.006356499
2025-09-06 12:51:00,2025-09-06,12:51,MEO2,-0.161650727,-0.141935518,-0.016236544,-0.006356499
2025-09-06 12:51:00,2025-09-06,12:51,MEO2,-0.161650727,-0.141935518,-0.016236544,-0.006356499
2025-09-03 12:55:00,2025-09-03,12:55,GEO,0.458125912,0.310934536,-0.154250738,0.151609723
2025-09-07 12:55:00,2025-09-07,12:55,GEO,0.857263539,1.897151243,-0.01672128,0.224684554
2025-09-07 13:00:00,2025-09-07,13:00,MEO1,-0.760390978,0.050845519,0.76846572,-0.04271362
2025-09-07 13:00:00,2025-09-07,13:00,MEO1,-0.760390978,0.050845519,0.76846572,-0.04271362
2025-09-06 13:01:00,2025-09-06,13:01,MEO2,-0.163398676,-0.146068916,0.014648575,-0.006356499
2025-09-03 13:10:00,2025-09-03,13:10,GEO,-5.621142864,-5.192379687,-0.562139402,0.5088074
2025-09-07 13:10:00,2025-09-07,13:10,GEO,-19.0364432,-26.74226423,-19.99295075,-5.199609475
2025-09-03 13:20:00,2025-09-03,13:20,MEO2,-0.571787328,-0.114417512,0.385933068,0.090369049
2025-09-03 13:21:00,2025-09-03,13:21,MEO2,-0.260877719,-0.091754563,0.16027372,0.023435466
2025-09-03 13:21:00,2025-09-03,13:21,MEO2,-0.260877719,-0.091754563,0.16027372,0.023435466
2025-09-03 13:25:00,2025-09-03,13:25,GEO,-0.018692568,-0.143080782,-0.010322493,0.074720332
2025-09-07 13:25:00,2025-09-07,13:25,GEO,9.674374748,23.73303942,15.1812481,9.644543871
2025-09-03 13:31:00,2025-09-03,13:31,MEO2,0.034080828,-0.087099403,0.105749086,-0.014019165
2025-09-03 13:31:00,2025-09-03,13:31,MEO2,0.034080828,-0.087099403,0.105749086,-0.014019165
2025-09-03 13:40:00,2025-09-03,13:40,GEO,0.356143791,0.122856393,0.435671116,-0.173946749
2025-09-07 13:40:00,2025-09-07,13:40,GEO,-6.579879984,-15.09450693,-2.434633743,-5.169073005
2025-09-03 13:41:00,2025-09-03,13:41,MEO2,-0.166154541,-0.051300939,0.06385389,0.023435466
2025-09-03 13:41:00,2025-09-03,13:41,MEO2,-0.166154541,-0.051300939,0.06385389,0.023435466
2025-09-07 13:41:00,2025-09-07,13:41,MEO2,-0.036200721,0.092313632,0.133444638,-0.026360961
2025-09-07 13:41:00,2025-09-07,13:41,MEO2,-0.036200721,0.092313632,0.133444638,-0.026360961
2025-09-03 13:51:00,2025-09-03,13:51,MEO2,-0.196628107,-0.07414658,0.065460388,-0.011464963
2025-09-03 13:51:00,2025-09-03,13:51,MEO2,-0.196628107,-0.07414658,0.065460388,-0.011464963
